"Hospital_CityCod","Hospital_City","Hospital_State","Hospital_CityLat","Hospital_CityLon","Hospital_CityAlt","Hospital_CityArea"
220277,"Colonia do Piaui","Piaui",-7.22366,-42.17712,199,947.873
220280,"Conceicao do Caninde","Piaui",-7.8827,-41.59663,255,831.412
220285,"Coronel Jose Dias","Piaui",-8.81637,-42.47036,399,1914.819
220290,"Corrente","Piaui",-10.44094,-45.16331,444,3048.447
220300,"Cristalandia do Piaui","Piaui",-10.6478,-45.18603,486,1202.895
220310,"Cristino Castro","Piaui",-8.82019,-44.22441,237,1846.34
220320,"Curimata","Piaui",-10.03129,-44.30072,337,2337.537
220323,"Currais","Piaui",-9.01243,-44.403,350,3156.658
220325,"Curralinhos","Piaui",-5.62045,-42.83221,168,345.848
220327,"Curral Novo do Piaui","Piaui",-7.8308,-40.90107,403,736.154
220330,"Demerval Lobao","Piaui",-5.35847,-42.67423,109,216.807
220335,"Dirceu Arcoverde","Piaui",-9.3352,-42.43957,394,1017.057
220340,"Dom Expedito Lopes","Piaui",-6.9579,-41.65239,404,218.71
220342,"Domingos Mourao","Piaui",-4.25343,-41.27188,141,846.844
220345,"Dom Inocencio","Piaui",-9.00807,-41.97685,352,3870.167
220350,"Elesbao Veloso","Piaui",-6.20172,-42.13814,188,1383.019
220360,"Eliseu Martins","Piaui",-8.09646,-43.66481,260,1090.45
220370,"Esperantina","Piaui",-3.8956,-42.23536,68,911.215
220375,"Fartura do Piaui","Piaui",-9.47861,-42.7944,401,712.918
220380,"Flores do Piaui","Piaui",-7.79178,-42.92431,314,946.731
220385,"Floresta do Piaui","Piaui",-7.4668,-41.80031,212,194.699
220390,"Floriano","Piaui",-6.76967,-43.02064,120,3409.649
220400,"Francinopolis","Piaui",-6.39529,-42.26337,247,268.701
220410,"Francisco Ayres","Piaui",-6.62334,-42.69113,132,656.475
220415,"Francisco Macedo","Piaui",-7.32787,-40.79557,400,176.505
220420,"Francisco Santos","Piaui",-6.99417,-41.13616,262,491.862
220430,"Fronteiras","Piaui",-7.08841,-40.61723,427,775.681
220435,"Geminiano","Piaui",-7.15842,-41.35758,232,455.684
220440,"Gilbues","Piaui",-9.83457,-45.34692,450,3494.958
220450,"Guadalupe","Piaui",-6.78525,-43.56692,168,1023.592
220455,"Guaribas","Piaui",-9.39511,-43.68772,522,3118.227
220460,"Hugo Napoleao","Piaui",-5.98779,-42.56256,219,224.455
220465,"Ilha Grande","Piaui",-2.85401,-41.81977,2,134.318
220470,"Inhuma","Piaui",-6.66712,-41.71019,392,978.222
220480,"Ipiranga do Piaui","Piaui",-6.82693,-41.73991,429,529.417
220490,"Isaias Coelho","Piaui",-7.73431,-41.67945,253,776.053
220500,"Itainopolis","Piaui",-7.45128,-41.48003,231,828.152
220510,"Itaueira","Piaui",-7.60812,-43.0255,242,2554.181
220515,"Jacobina do Piaui","Piaui",-7.93626,-41.21076,316,1370.699
220520,"Jaicos","Piaui",-7.35315,-41.14647,311,865.144
220525,"Jardim do Mulato","Piaui",-6.09658,-42.63396,168,509.851
220527,"Jatoba do Piaui","Piaui",-4.77316,-41.81982,224,653.234
220530,"Jerumenha","Piaui",-7.08463,-43.50274,151,1867.313
220535,"Joao Costa","Piaui",-8.48913,-42.41785,264,1800.243
220540,"Joaquim Pires","Piaui",-3.5131,-42.18769,17,739.579
220545,"Joca Marques","Piaui",-3.48803,-42.42774,25,166.443
220550,"Jose de Freitas","Piaui",-4.76305,-42.57837,130,1538.176
220551,"Juazeiro do Piaui","Piaui",-5.16137,-41.7026,192,827.24
220552,"J\u00falio Borges","Piaui",-10.32679,-44.2437,425,1297.108
220553,"Jurema","Piaui",-9.22202,-43.13311,449,1271.889
220554,"Lagoinha do Piaui","Piaui",-5.83658,-42.62738,237,67.504
220555,"Lagoa Alegre","Piaui",-4.50873,-42.61674,111,394.661
220556,"Lagoa do Barro do Piaui","Piaui",-8.48244,-41.53028,424,1261.941
220557,"Lagoa de Sao Francisco","Piaui",-4.39275,-41.60547,376,155.639
220558,"Lagoa do Piaui","Piaui",-5.41214,-42.64901,113,426.634
220559,"Lagoa do Sitio","Piaui",-6.51535,-41.58239,442,804.698
220560,"Landri Sales","Piaui",-7.2666,-43.93105,304,1088.583
220570,"Luis Correia","Piaui",-2.88157,-41.66457,5,1070.926
220580,"Luzilandia","Piaui",-3.46082,-42.37164,31,704.347
220585,"Madeiro","Piaui",-3.48421,-42.50514,29,177.153
220590,"Manoel Emidio","Piaui",-8.01136,-43.87547,245,1618.982
220595,"Marcolandia","Piaui",-7.44356,-40.66285,785,140.048
220600,"Marcos Parente","Piaui",-7.1193,-43.88831,284,677.414
220605,"Massape do Piaui","Piaui",-7.46548,-41.12385,240,521.125
220610,"Matias Olimpio","Piaui",-3.71103,-42.55863,78,226.374
220620,"Miguel Alves","Piaui",-4.16822,-42.89317,42,1393.714
220630,"Miguel Leao","Piaui",-5.68224,-42.73583,194,93.515
220635,"Milton Brandao","Piaui",-4.69995,-41.44796,394,1371.743
220640,"Monsenhor Gil","Piaui",-5.55149,-42.6174,180,582.548
220650,"Monsenhor Hipolito","Piaui",-7.0035,-41.03289,258,401.433
220660,"Monte Alegre do Piaui","Piaui",-9.75583,-45.29574,448,2417.932
220665,"Morro Cabeca no Tempo","Piaui",-9.71932,-43.90187,504,2116.936
220667,"Morro do Chapeu do Piaui","Piaui",-3.74226,-42.30906,68,328.289
220669,"Murici dos Portelas","Piaui",-3.32386,-42.09677,11,481.707
220670,"Nazare do Piaui","Piaui",-6.96713,-42.66823,145,1315.839
220672,"Nazaria","Piaui",-5.34693,-42.81405,80,363.589
220675,"Nossa Senhora de Nazare","Piaui",-4.62693,-42.1793,118,356.264
220680,"Nossa Senhora dos Remedios","Piaui",-3.99123,-42.62395,46,358.492
220690,"Novo Oriente do Piaui","Piaui",-6.44941,-41.92872,221,525.334
220695,"Novo Santo Antonio","Piaui",-5.28606,-41.93451,152,481.707
220700,"Oeiras","Piaui",-7.01642,-42.13141,166,2702.493
220710,"Olho D'\u00c1gua do Piaui","Piaui",-5.84716,-42.57855,236,183.099
220720,"Padre Marcos","Piaui",-7.35471,-40.90586,363,278.637
220730,"Paes Landim","Piaui",-7.77556,-42.25696,199,401.378
220735,"Paje\u00fa do Piaui","Piaui",-7.85252,-42.81694,283,1079.172
220740,"Palmeira do Piaui","Piaui",-8.7295,-44.23257,285,2023.512
220750,"Palmeirais","Piaui",-5.9798,-43.06184,90,1499.182
220755,"Paqueta","Piaui",-7.10147,-41.70139,334,448.358
220760,"Parnagua","Piaui",-10.21718,-44.63431,333,3429.283
220770,"Parnaiba","Piaui",-2.90336,-41.77817,7,435.571
220775,"Passagem Franca do Piaui","Piaui",-5.85625,-42.44053,130,775.385
220777,"Patos do Piaui","Piaui",-7.68076,-41.25228,258,751.598
220779,"Pau D'Arco do Piaui","Piaui",-5.25109,-42.38887,125,430.817
220780,"Paulistana","Piaui",-8.14144,-41.1471,355,1969.907
220785,"Pavussu","Piaui",-7.96429,-43.22175,332,1090.697
220790,"Pedro II","Piaui",-4.42706,-41.45856,604,1518.233
220793,"Pedro Laurentino","Piaui",-8.06688,-42.28607,262,870.338
220795,"Nova Santa Rita","Piaui",-8.07496,-42.04826,265,909.735
220800,"Picos","Piaui",-7.08137,-41.46883,221,577.304
220810,"Pimenteiras","Piaui",-6.24169,-41.41516,276,4563.129
220820,"Pio IX","Piaui",-6.83269,-40.61827,469,1947.158
220830,"Piracuruca","Piaui",-3.92929,-41.70904,72,2369.512
220840,"Piripiri","Piaui",-4.27607,-41.7785,159,1408.934
220850,"Porto","Piaui",-3.89142,-42.71093,42,252.716
220855,"Porto Alegre do Piaui","Piaui",-6.97172,-44.19484,183,1169.444
220860,"Prata do Piaui","Piaui",-5.6648,-42.20422,92,198.566
220865,"Queimada Nova","Piaui",-8.58543,-41.41702,435,1352.398
220870,"Redencao do Gurgueia","Piaui",-9.49345,-44.58121,320,2468.007
220880,"Regeneracao","Piaui",-6.24018,-42.68502,157,1251.035
220885,"Riacho Frio","Piaui",-10.12873,-44.95253,420,2222.096
220887,"Ribeira do Piaui","Piaui",-7.69058,-42.71404,202,1004.227
220890,"Ribeiro Goncalves","Piaui",-7.55803,-45.24564,213,3978.962
220900,"Rio Grande do Piaui","Piaui",-7.77086,-43.14018,295,635.951
220910,"Santa Cruz do Piaui","Piaui",-7.17763,-41.76193,218,611.617
220915,"Santa Cruz dos Milagres","Piaui",-5.80812,-41.95845,138,979.657
220920,"Santa Filomena","Piaui",-9.1068,-45.92056,294,5285.438
220930,"Santa Luz","Piaui",-8.94462,-44.12959,330,1186.843
220935,"Santana do Piaui","Piaui",-6.94907,-41.51848,352,111.062
220937,"Santa Rosa do Piaui","Piaui",-6.80146,-42.28081,165,340.198
220940,"Santo Antonio de Lisboa","Piaui",-6.98185,-41.23376,238,387.403
220945,"Santo Antonio dos Milagres","Piaui",-6.04672,-42.7112,245,33.147
220950,"Santo Inacio do Piaui","Piaui",-7.42234,-41.91821,224,852.892
220955,"Sao Braz do Piaui","Piaui",-9.06256,-42.99907,483,656.361
220960,"Sao Felix do Piaui","Piaui",-5.93287,-42.1135,133,626.657
220965,"Sao Francisco de Assis do Piaui","Piaui",-8.23775,-41.6896,427,1100.398
220970,"Sao Francisco do Piaui","Piaui",-7.24398,-42.53853,151,1340.665
220975,"Sao Goncalo do Gurgueia","Piaui",-10.02994,-45.30141,437,1385.3
220980,"Sao Goncalo do Piaui","Piaui",-5.98967,-42.69883,251,150.215
220985,"Sao Joao da Canabrava","Piaui",-6.81893,-41.34605,279,480.28
220987,"Sao Joao da Fronteira","Piaui",-3.9386,-41.25629,250,818.149
220990,"Sao Joao da Serra","Piaui",-5.5088,-41.89926,168,1006.5
220995,"Sao Joao da Varjota","Piaui",-6.91902,-41.86374,310,395.306
220997,"Sao Joao do Arraial","Piaui",-3.81317,-42.45313,99,213.355
221000,"Sao Joao do Piaui","Piaui",-8.34885,-42.25644,212,1527.773
221005,"Sao Jose do Divino","Piaui",-3.80572,-41.83011,38,319.13
221010,"Sao Jose do Peixe","Piaui",-7.49301,-42.57018,174,1287.174
221020,"Sao Jose do Piaui","Piaui",-6.87063,-41.47941,403,364.945
221030,"Sao Juliao","Piaui",-7.08532,-40.83691,369,257.191
221035,"Sao Lourenco do Piaui","Piaui",-9.172,-42.54435,341,672.709
221037,"Sao Luis do Piaui","Piaui",-6.82814,-41.32284,298,220.375
221038,"Sao Miguel da Baixa Grande","Piaui",-5.8623,-42.18538,180,445.599
221039,"Sao Miguel do Fidalgo","Piaui",-7.58497,-42.37053,172,813.444
221040,"Sao Miguel do Tapuio","Piaui",-5.50066,-41.3198,281,5207.016
221050,"Sao Pedro do Piaui","Piaui",-5.91395,-42.72366,296,518.288
221060,"Sao Raimundo Nonato","Piaui",-9.01536,-42.69229,342,2415.602
221062,"Sebastiao Barros","Piaui",-10.81668,-44.83328,545,893.715
221063,"Sebastiao Leal","Piaui",-7.57739,-44.06769,347,3151.592
221065,"Sigefredo Pacheco","Piaui",-4.91169,-41.72756,247,966.989
221070,"Simoes","Piaui",-7.59914,-40.81751,442,1071.541
221080,"Simplicio Mendes","Piaui",-7.85796,-41.91091,298,1345.79
221090,"Socorro do Piaui","Piaui",-7.86494,-42.50469,221,761.854
221093,"Sussuapara","Piaui",-7.01701,-41.39227,218,202.758
221095,"Tamboril do Piaui","Piaui",-8.40043,-42.90969,282,1587.296
221097,"Tanque do Piaui","Piaui",-6.59635,-42.2839,420,398.723
221100,"Teresina","Piaui",-5.08634,-42.80527,88,1391.981
221110,"Uniao","Piaui",-4.58602,-42.86293,56,1173.447
221120,"Urucui","Piaui",-7.2295,-44.56026,175,8411.908
221130,"Valenca do Piaui","Piaui",-6.3982,-41.74054,306,1334.629
221135,"Varzea Branca","Piaui",-9.23654,-42.96944,435,450.755
221140,"Varzea Grande","Piaui",-6.54295,-42.2531,253,237.013
221150,"Vera Mendes","Piaui",-7.60285,-41.47974,257,341.974
221160,"Vila Nova do Piaui","Piaui",-7.14105,-40.9378,412,221.654
221170,"Wall Ferraz","Piaui",-7.23578,-41.90895,175,269.987
230000,"Unknown","Ceara",NA,NA,NA,NA
230010,"Abaiara","Ceara",-7.35698,-39.04755,403,178.83
230015,"Acarape","Ceara",-4.22314,-38.70562,95,155.684
230020,"Acara\u00fa","Ceara",-2.88531,-40.11824,17,842.559
230030,"Acopiara","Ceara",-6.09276,-39.45571,313,2265.349
230040,"Aiuaba","Ceara",-6.5633,-40.12316,472,2434.423
230050,"Alcantaras","Ceara",-3.58698,-40.54464,656,138.605
230060,"Altaneira","Ceara",-6.9975,-39.74582,659,73.296
230070,"Alto Santo","Ceara",-5.52208,-38.27278,70,1338.205
230075,"Amontada","Ceara",-3.36488,-39.82882,43,1179.038
230080,"Antonina do Norte","Ceara",-6.77969,-39.98239,387,260.104
230090,"Apuiares","Ceara",-3.94802,-39.43042,81,545.158
230100,"Aquiraz","Ceara",-3.90619,-38.3898,23,482.38
230110,"Aracati","Ceara",-4.56707,-37.77275,10,1228.055
230120,"Aracoiaba","Ceara",-4.37039,-38.80944,123,656.597
230125,"Ararenda","Ceara",-4.75194,-40.8311,381,344.131
230130,"Araripe","Ceara",-7.20618,-40.13745,631,1099.933
230140,"Aratuba","Ceara",-4.41693,-39.04755,820,114.785
230150,"Arneiroz","Ceara",-6.31943,-40.16144,355,1066.362
230160,"Assare","Ceara",-6.87261,-39.87127,447,1116.33
230170,"Aurora","Ceara",-6.94039,-38.97699,282,885.836
230180,"Baixio","Ceara",-6.72716,-38.72013,287,146.433
230185,"Banabui\u00fa","Ceara",-5.31505,-38.92578,237,1080.329
230190,"Barbalha","Ceara",-7.30717,-39.30232,406,569.508
230195,"Barreira","Ceara",-4.28876,-38.6385,126,245.805
230200,"Barro","Ceara",-7.16821,-38.77988,357,711.887
230205,"Barroquinha","Ceara",-3.00912,-41.13948,18,383.405
230210,"Baturite","Ceara",-4.33121,-38.88002,173,308.581
230220,"Beberibe","Ceara",-4.17476,-38.12327,20,1623.878
230230,"Bela Cruz","Ceara",-3.05511,-40.16684,18,843.021
230240,"Boa Viagem","Ceara",-5.12574,-39.73328,291,2836.783
230250,"Brejo Santo","Ceara",-7.49164,-38.98551,387,663.428
230260,"Camocim","Ceara",-2.90097,-40.84753,17,1124.782
230270,"Campos Sales","Ceara",-7.07338,-40.379,561,1082.769
230280,"Caninde","Ceara",-4.35534,-39.31034,149,3218.481
230290,"Capistrano","Ceara",-4.4599,-38.90183,180,222.549
230300,"Caridade","Ceara",-4.22496,-39.19303,146,846.505
230310,"Carire","Ceara",-3.95161,-40.47384,158,756.875
230320,"Caririacu","Ceara",-7.04153,-39.28437,719,623.564
230330,"Cari\u00fas","Ceara",-6.53113,-39.49769,233,1061.803
230340,"Carnaubal","Ceara",-4.16399,-40.93563,785,364.805
230350,"Cascavel","Ceara",-4.13143,-38.23969,41,835.003
230360,"Catarina","Ceara",-6.12756,-39.87947,574,486.864
230365,"Catunda","Ceara",-4.65155,-40.2058,274,790.705
230370,"Caucaia","Ceara",-3.73649,-38.66402,36,1228.506
230380,"Cedro","Ceara",-6.60496,-39.05974,252,725.798
230390,"Chaval","Ceara",-3.0389,-41.2446,5,238.234
230393,"Choro","Ceara",-4.84252,-39.13747,234,815.77
230395,"Chorozinho","Ceara",-4.30217,-38.50129,43,278.413
230400,"Corea\u00fa","Ceara",-3.54949,-40.65695,71,775.796
230410,"Crate\u00fas","Ceara",-5.17695,-40.6684,285,2985.143
230420,"Crato","Ceara",-7.23175,-39.40839,424,1176.467
230423,"Croata","Ceara",-4.41406,-40.90905,544,696.984
230425,"Cruz","Ceara",-2.91671,-40.17128,7,329.945
230426,"Deputado Irapuan Pinheiro","Ceara",-5.90896,-39.26154,245,470.425
230427,"Erere","Ceara",-6.03133,-38.34726,206,382.707
230428,"Eusebio","Ceara",-3.88697,-38.44512,33,79.005
230430,"Farias Brito","Ceara",-6.92711,-39.57084,338,503.622
230435,"Forquilha","Ceara",-3.79896,-40.25877,96,516.993
230440,"Fortaleza","Ceara",-3.72381,-38.58993,30,314.93
230445,"Fortim","Ceara",-4.4498,-37.79898,23,278.765
230450,"Frecheirinha","Ceara",-3.76061,-40.82141,125,181.24
230460,"General Sampaio","Ceara",-4.05104,-39.45353,134,205.81
230465,"Graca","Ceara",-4.04694,-40.75552,181,281.872
230470,"Granja","Ceara",-3.11895,-40.82994,17,2663.034
230480,"Granjeiro","Ceara",-6.88888,-39.22031,313,100.127
230490,"Groairas","Ceara",-3.91195,-40.38215,88,155.946
230495,"Guai\u00faba","Ceara",-4.04024,-38.63443,67,267.128
230500,"Guaraciaba do Norte","Ceara",-4.16245,-40.75263,933,611.464
230510,"Guaramiranga","Ceara",-4.26205,-38.94063,900,59.436
230520,"Hidrolandia","Ceara",-4.408,-40.40182,190,966.853
230523,"Horizonte","Ceara",-4.09328,-38.49424,71,159.98
230526,"Ibaretama","Ceara",-4.81865,-38.82168,141,877.257
230530,"Ibiapina","Ceara",-3.93613,-40.89393,905,414.938
230533,"Ibicuitinga","Ceara",-4.96917,-38.64086,195,424.915
230535,"Icapui","Ceara",-4.71555,-37.35356,15,423.447
230540,"Ico","Ceara",-6.40303,-38.86309,158,1871.995
230550,"Iguatu","Ceara",-6.36055,-39.29991,219,1029.214
230560,"Independencia","Ceara",-5.39803,-40.30935,344,3218.678
230565,"Ipaporanga","Ceara",-4.90063,-40.75797,294,702.135
230570,"Ipaumirim","Ceara",-6.78836,-38.7159,274,273.838
230580,"Ipu","Ceara",-4.31343,-40.71873,359,629.315
230590,"Ipueiras","Ceara",-4.54379,-40.7157,238,1477.407
230600,"Iracema","Ceara",-5.80984,-38.30466,127,821.247
230610,"Iraucuba","Ceara",-3.74542,-39.79224,151,1461.253
230620,"Itaicaba","Ceara",-4.6834,-37.82163,12,212.109
230625,"Itaitinga","Ceara",-3.97046,-38.52641,64,151.633
230630,"Itapaje","Ceara",-3.68567,-39.58353,255,430.565
230640,"Itapipoca","Ceara",-3.49944,-39.58348,107,1614.159
230650,"Itapi\u00fana","Ceara",-4.55474,-38.92067,146,588.699
230655,"Itarema","Ceara",-2.92335,-39.91568,20,720.664
230660,"Itatira","Ceara",-4.52892,-39.6179,797,783.436
230670,"Jaguaretama","Ceara",-5.61089,-38.76253,115,1759.401
230680,"Jaguaribara","Ceara",-5.4575,-38.4631,151,668.738
230690,"Jaguaribe","Ceara",-5.88646,-38.62301,123,1876.806
230700,"Jaguaruana","Ceara",-4.83956,-37.78239,16,867.562
230710,"Jardim","Ceara",-7.58554,-39.28416,663,552.424
230720,"Jati","Ceara",-7.69274,-39.00514,438,353.298
230725,"Jijoca de Jericoacoara","Ceara",-2.89968,-40.43874,21,204.793
230730,"Juazeiro do Norte","Ceara",-7.21077,-39.31699,407,248.832
230740,"Jucas","Ceara",-6.52255,-39.52678,253,937.189
230750,"Lavras da Mangabeira","Ceara",-6.75475,-38.96728,256,947.968
230760,"Limoeiro do Norte","Ceara",-5.15024,-38.09909,34,750.068
230763,"Madalena","Ceara",-4.85243,-39.57579,299,1034.722
230765,"Maracana\u00fa","Ceara",-3.87696,-38.62442,55,106.648
230770,"Maranguape","Ceara",-3.89187,-38.68585,80,590.873
230780,"Marco","Ceara",-3.12071,-40.15164,29,574.138
230790,"Martinopole","Ceara",-3.22501,-40.69936,87,298.962
230800,"Massape","Ceara",-3.52387,-40.34213,85,566.581
230810,"Mauriti","Ceara",-7.3874,-38.7728,385,1049.488
230820,"Meruoca","Ceara",-3.53901,-40.45088,674,149.845
230830,"Milagres","Ceara",-7.31043,-38.94316,342,606.444
230835,"Milha","Ceara",-5.67956,-39.20357,209,502.344
230837,"Miraima","Ceara",-3.5686,-39.97006,71,699.964
230840,"Missao Velha","Ceara",-7.24323,-39.1452,350,645.703
230850,"Mombaca","Ceara",-5.747,-39.62441,250,2119.48
230860,"Monsenhor Tabosa","Ceara",-4.78309,-40.07007,685,886.137
230870,"Morada Nova","Ceara",-5.09695,-38.36491,73,2778.577
230880,"Mora\u00fajo","Ceara",-3.46636,-40.6836,62,415.633
230890,"Morrinhos","Ceara",-3.22883,-40.12418,46,415.556
230900,"Mucambo","Ceara",-3.90603,-40.74528,178,190.602
230910,"Mulungu","Ceara",-4.29953,-38.99307,803,134.568
230920,"Nova Olinda","Ceara",-7.0841,-39.67949,450,284.401
230930,"Nova Russas","Ceara",-4.70681,-40.5653,244,742.765
230940,"Novo Oriente","Ceara",-5.53386,-40.77477,346,949.394
230945,"Ocara","Ceara",-4.48507,-38.59854,130,765.412
230950,"Oros","Ceara",-6.2428,-38.9136,188,576.27
230960,"Pacajus","Ceara",-4.17054,-38.46702,80,254.636
230970,"Pacatuba","Ceara",-3.98612,-38.6183,69,131.994
230980,"Pacoti","Ceara",-4.22477,-38.92589,746,112.021
230990,"Pacuja","Ceara",-3.97839,-40.69674,141,76.128
231000,"Palhano","Ceara",-4.74395,-37.96624,22,440.381
231010,"Palmacia","Ceara",-4.14898,-38.84503,425,117.813
231020,"Paracuru","Ceara",-3.41164,-39.02955,29,300.286
231025,"Paraipaba","Ceara",-3.4362,-39.14812,32,300.922
231030,"Parambu","Ceara",-6.21034,-40.69421,475,2303.54
231040,"Paramoti","Ceara",-4.09743,-39.23947,95,482.592
231050,"Pedra Branca","Ceara",-5.45469,-39.71394,506,1303.287
231060,"Penaforte","Ceara",-7.82991,-39.07413,511,149.715
231070,"Pentecoste","Ceara",-3.79627,-39.26701,65,1378.258
231080,"Pereiro","Ceara",-6.04508,-38.45914,552,433.514
231085,"Pindoretama","Ceara",-4.0278,-38.30009,30,75.14
231090,"Piquet Carneiro","Ceara",-5.80857,-39.41941,268,587.877
231095,"Pires Ferreira","Ceara",-4.24215,-40.64654,204,243.099
231100,"Poranga","Ceara",-4.74395,-40.92638,719,1309.259
231110,"Porteiras","Ceara",-7.53575,-39.11533,497,217.58
231120,"Potengi","Ceara",-7.09018,-40.03213,553,338.727
231123,"Potiretama","Ceara",-5.72167,-38.15792,153,410.338
231126,"Quiterianopolis","Ceara",-5.84701,-40.70449,417,1040.989
231130,"Quixada","Ceara",-4.9637,-39.01174,190,2019.833
231135,"Quixelo","Ceara",-6.25121,-39.20229,210,559.561
231140,"Quixeramobim","Ceara",-5.1984,-39.29435,196,3275.625
231150,"Quixere","Ceara",-5.06873,-37.99052,26,613.578
231160,"Redencao","Ceara",-4.22296,-38.72957,95,225.306
231170,"Reriutaba","Ceara",-4.14157,-40.58461,154,383.318
231180,"Russas","Ceara",-4.93974,-37.97543,25,1590.258
231190,"Saboeiro","Ceara",-6.53643,-39.90458,317,1383.484
231195,"Salitre","Ceara",-7.28453,-40.46475,698,804.356
231200,"Santana do Acara\u00fa","Ceara",-3.45978,-40.20946,46,969.326
231210,"Santana do Cariri","Ceara",-7.1809,-39.73798,532,855.563
231220,"Santa Quiteria","Ceara",-4.33327,-40.15351,199,4260.479
231230,"Sao Benedito","Ceara",-4.04473,-40.86449,913,338.245
231240,"Sao Goncalo do Amarante","Ceara",-3.60563,-38.97208,17,834.448
231250,"Sao Joao do Jaguaribe","Ceara",-5.26863,-38.27194,46,280.456
231260,"Sao Luis do Curu","Ceara",-3.67301,-39.24161,39,122.42
231270,"Senador Pompeu","Ceara",-5.58934,-39.37533,182,1002.131
231280,"Senador Sa","Ceara",-3.35179,-40.46379,87,423.919
231290,"Sobral","Ceara",-3.68804,-40.34867,75,2122.898
231300,"Solonopole","Ceara",-5.72635,-39.00822,178,1536.165
231310,"Tabuleiro do Norte","Ceara",-5.2438,-38.12974,38,861.828
231320,"Tamboril","Ceara",-4.83393,-40.31907,322,1961.31
231325,"Tarrafas","Ceara",-6.68259,-39.75849,287,454.391
231330,"Taua","Ceara",-6.003,-40.29262,399,4018.162
231335,"Tejucuoca","Ceara",-3.98971,-39.57683,132,759.715
231340,"Tiangua","Ceara",-3.72267,-40.99171,809,908.888
231350,"Trairi","Ceara",-3.26442,-39.27223,32,925.722
231355,"Tururu","Ceara",-3.5956,-39.43436,97,202.276
231360,"Ubajara","Ceara",-3.84849,-40.90714,869,421.033
231370,"Umari","Ceara",-6.64724,-38.70133,283,263.93
231375,"Umirim","Ceara",-3.67556,-39.34238,65,316.723
231380,"Uruburetama","Ceara",-3.62302,-39.50818,122,97.072
231390,"Uruoca","Ceara",-3.31323,-40.56116,91,696.754
231395,"Varjota","Ceara",-4.18282,-40.47899,177,179.397
231400,"Varzea Alegre","Ceara",-6.79185,-39.29893,317,835.709
231410,"Vicosa do Ceara","Ceara",-3.56601,-41.09163,711,1311.627
240000,"Unknown","Rio Grande do Norte",NA,NA,NA,NA
240010,"Acari","Rio Grande do Norte",-6.44209,-36.64374,259,608.466
240020,"Acu","Rio Grande do Norte",-5.57195,-36.91792,49,1303.442
240030,"Afonso Bezerra","Rio Grande do Norte",-5.49873,-36.50915,65,576.18
240040,"\u00c1gua Nova","Rio Grande do Norte",-6.20472,-38.29082,277,50.684
240050,"Alexandria","Rio Grande do Norte",-6.41714,-38.01929,309,381.205
240060,"Almino Afonso","Rio Grande do Norte",-6.15742,-37.76313,243,128.038
240070,"Alto do Rodrigues","Rio Grande do Norte",-5.29381,-36.75949,8,191.334
240080,"Angicos","Rio Grande do Norte",-5.66037,-36.60543,105,741.578
240090,"Antonio Martins","Rio Grande do Norte",-6.216,-37.88573,325,244.897
240100,"Apodi","Rio Grande do Norte",-5.66377,-37.79778,76,1602.479
240110,"Areia Branca","Rio Grande do Norte",-4.9529,-37.13127,12,357.625
240120,"Ares","Rio Grande do Norte",-6.19371,-35.16064,55,115.505
240130,"Augusto Severo","Rio Grande do Norte",-5.85811,-37.30887,103,896.954
240140,"Baia Formosa","Rio Grande do Norte",-6.36999,-35.00904,25,245.661
240145,"Bara\u00fana","Rio Grande do Norte",-5.07662,-37.61818,96,825.683
240150,"Barcelona","Rio Grande do Norte",-5.94813,-35.92679,133,152.626
240160,"Bento Fernandes","Rio Grande do Norte",-5.69238,-35.8217,125,301.07
240165,"Bodo","Rio Grande do Norte",-5.98805,-36.41384,507,253.519
240170,"Bom Jesus","Rio Grande do Norte",-5.98632,-35.5888,106,122.038
240180,"Brejinho","Rio Grande do Norte",-6.19258,-35.35735,151,61.559
240185,"Caicara do Norte","Rio Grande do Norte",-5.06299,-36.05586,0,226.414
240190,"Caicara do Rio do Vento","Rio Grande do Norte",-5.75909,-35.99979,171,261.194
240200,"Caico","Rio Grande do Norte",-6.45914,-37.09649,165,1228.583
240210,"Campo Redondo","Rio Grande do Norte",-6.24338,-36.1825,468,213.727
240220,"Canguaretama","Rio Grande do Norte",-6.37493,-35.12854,7,245.408
240230,"Cara\u00fabas","Rio Grande do Norte",-5.79118,-37.5537,161,1132.857
240240,"Carna\u00faba dos Dantas","Rio Grande do Norte",-6.56073,-36.59525,316,246.308
240250,"Carnaubais","Rio Grande do Norte",-5.33979,-36.83464,37,542.53
240260,"Ceara-Mirim","Rio Grande do Norte",-5.64098,-35.42449,69,724.38
240270,"Cerro Cora","Rio Grande do Norte",-6.03483,-36.34574,585,393.573
240280,"Coronel Ezequiel","Rio Grande do Norte",-6.3834,-36.21477,579,185.748
240290,"Coronel Joao Pessoa","Rio Grande do Norte",-6.26011,-38.44026,402,117.139
240300,"Cruzeta","Rio Grande do Norte",-6.41318,-36.79171,230,295.83
240310,"Currais Novos","Rio Grande do Norte",-6.26467,-36.51622,348,864.349
240320,"Doutor Severiano","Rio Grande do Norte",-6.09369,-38.37368,365,113.737
240325,"Parnamirim","Rio Grande do Norte",-5.91037,-35.25921,55,123.471
240330,"Encanto","Rio Grande do Norte",-6.11113,-38.30488,220,125.749
240340,"Equador","Rio Grande do Norte",-6.94584,-36.71641,564,264.985
